Track Id,Track Name,Artist Name,Release Date,Peak Date,Spotify Popularity,Peak Rank,Posts
29203381,Laxed – Siren Beat,Jawsh 685,2020-04-24,2020-05-23,4,1,37500000
17158836,Monkeys Spinning Monkeys,Kevin MacLeod,2014-12-30,2022-04-01,43,1,30600000
14911275,Love You So,The King Khan & BBQ Show,2005-01-01,2023-01-04,52,1,34600000
24879479,Banana (feat. Shaggy),Conkarah,2019-08-16,2021-07-07,47,1,23700000
29425832,Oh No,Kreepa,2019-12-13,2023-02-15,48,1,19600000
22696770,Lottery (Renegade),K CAMP,2019-04-01,2020-01-28,53,1,17000000
30714512,Baila,Karl Wine,2020-07-31,2023-08-24,,1,15800000
24333981,Дикая львица,ALEX&RUS,2019-07-03,2023-09-11,47,2,18400000
69398679,とけいのうた,ののちゃん(村方乃々佳),2022-01-05,2023-05-26,30,2,18400000
29249430,Savage (feat. Beyoncé) - Remix,Megan Thee Stallion,2020-04-29,2023-09-27,64,1,14600000
16090524,Pump,Valentino Khan,2017-05-26,2019-11-29,50,1,14500000
15816657,All I Want for Christmas Is You,Mariah Carey,2017-09-15,2023-01-25,71,5,13800000
15090187,Soap,Melanie Martinez,2015-08-02,2022-11-30,72,5,12700000
20146009,Coño (feat. Jhorrmountain x Adje),Puri,2018-07-06,2023-02-17,39,4,12600000
29644559,Bandook,Nirvair Pannu,2020-05-30,2023-01-07,60,6,12200000
31061637,Upside Down,JVKE,2020-08-18,2022-11-23,61,1,11500000
29745716,She Share Story,Shayne Orok,2020-06-02,2022-11-23,40,2,11700000
19251938,What If,Johnny Orlando,2018-06-15,2023-09-21,64,1,11300000
30789208,Se Acabó la Cuarentena,Jowell & Randy,2020-08-06,2023-01-04,58,6,11200000
22809467,Woah (feat. D3Mstreet),KRYPTO9095,2019-03-29,2023-02-15,53,4,10900000
22259898,Sunday Best,Surfaces,2019-01-06,2022-11-29,19,1,10600000
83331455,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2022-05-24,2023-05-29,43,1,31200000
28637630,Steven Universe,L.Dre,2020-02-21,2023-01-04,57,7,10500000
14145576,Ginseng Strip 2002,Yung Lean,2013-08-16,2023-02-15,70,5,10400000
26951096,Say So,Doja Cat,2019-11-07,2023-09-22,78,1,10100000
20497349,Can We Kiss Forever?,Kina,2018-08-31,2023-01-08,,4,10100000
16928605,Dream Girl,Ir Sais,2017-09-27,2022-11-26,60,1,9900000
29924495,How You Like That,BLACKPINK,2020-06-25,2023-02-15,78,6,9900000
13646389,Run Free,Deep Chills,2017-08-18,2022-12-03,61,1,9600000
67502648,Sunroof,Nicky Youre,2021-11-26,2022-12-03,1,2,9600000
34784021,Funny Song,Cavendish Music,2021-04-19,2023-09-11,46,5,11700000
28009698,OUT WEST (feat. Young Thug),JACKBOYS,2019-12-27,2022-12-03,76,3,8600000
24008840,Everybody make some Tik Tok,Bounce O’Clock,2019-05-22,2023-02-17,19,12,8500000
17856511,Beggin',Måneskin,2017-12-08,2023-02-15,84,11,8500000
29430668,Lalala - Ilkan Gunuc Remix,Y2K,2019-10-28,2020-04-28,57,5,8200000
23902934,Astronaut In The Ocean,Masked Wolf,2019-06-07,2022-11-26,,2,7800000
52404165,STAY (with Justin Bieber),The Kid LAROI,2021-07-09,2022-10-16,83,11,7800000
29619218,Kimi No Toriko,Rizky Ayuba,2020-05-03,2023-01-04,13,14,9000000
75979639,Aesthetic,Tollan Kim,2022-03-04,2023-12-15,52,1,15700000
27755710,ily (i love you baby) (feat. Emilee),Surf Mesa,2019-11-26,2023-01-04,76,17,7600000
80001990,L$d,Luclover,2022-04-22,2023-01-08,51,6,7600000
15794103,Title,Meghan Trainor,2015-11-20,2022-12-02,66,1,7500000
18965480,In The End,Tommee Profitt,2018-04-06,2023-02-15,58,13,7600000
31595311,F Boy,Ander Huang,2020-08-22,2023-09-14,27,5,7300000
29101133,Happy Birthday,Vitamin A,2016-04-20,2023-01-08,3,7,7500000
51033626,Breakfast Challenge Song (Slowly),SPENCE,2021-06-22,2019-12-15,21,3,7200000
15676244,Shower,Becky G,2014-10-17,2022-04-17,78,6,7100000
46912439,The Magic Bomb,Hoàng Read,2021-04-20,2022-12-28,38,25,7100000
29155495,Party Girl,StaySolidRocky,2020-04-21,2023-12-10,74,2,6900000
28672165,You Got It,Vedo,2020-03-06,2022-12-02,70,2,6800000
17949401,Absolutely Anything (feat. Or3o),CG5,2017-12-25,2019-11-02,51,11,6800000
18457074,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,2018-02-16,2023-02-20,68,20,6700000
32023663,Spongebob,Dante9k,2020-01-28,2023-01-08,,10,6500000
82257926,Jiggle Jiggle,Duke & Jones,2022-05-13,2023-01-08,63,9,6400000
29992521,What You Know Bout Love,Pop Smoke,2020-07-03,2022-10-11,80,10,6300000
83834967,Full Senyum Sayang,Evan Loss,2022-04-28,2024-04-12,9,18,8200000
45984770,Sunny Day,Matteo Rossanese,2021-05-28,2023-01-19,,34,6300000
20877140,Classical Music,Classical Music,2011-02-03,2021-12-03,11,26,6200000
15674338,Cannibal,Kesha,2010-11-19,2020-05-01,70,3,6100000
60333954,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16,2022-12-03,75,4,6100000
14341447,Surrender,Natalie Taylor,2015-10-29,2023-12-05,,2,6100000
15935707,Kill Em With Kindness,Selena Gomez,2015-10-09,2022-12-02,64,4,6100000
16028999,Rumors,Jake Miller,2016-02-19,2023-01-07,58,17,5900000
21819135,"1,2,3,4 (One, Two, Three, Four) - Fun Elektro Mix",Funbeat,2012-05-10,2023-01-07,34,18,5800000
19040153,Myself,Bazzi,2018-04-12,2023-02-15,64,20,5700000
17799080,Personal,HRVY,2018-01-19,2020-03-25,65,3,5700000
13584145,1001 Arabian Nights,Chipz,2004-11-06,2023-01-08,57,13,6500000
28457577,Back to the Beat,DJ TikTok,2020-01-28,2020-06-07,,6,5600000
13405412,Baby Shark,Pinkfong,2017-07-27,2022-11-29,78,3,5900000
25866511,Lose Control,MEDUZA,2019-10-11,2022-11-23,73,4,5600000
45611515,Life Goes On,Oliver Tree,2021-05-28,2023-02-17,74,33,5500000
17879807,The Weekend - Funk Wav Remix,SZA,2017-12-15,2020-03-25,72,2,5500000
28195583,Ocean Sounds,Sea Waves Sounds,2019-06-11,2023-01-07,43,20,5500000
